Chr,Gene_Name,10_S254,11_S255,12_S256,1_S245,2_S246,3_S247,4_S248,5_S249,6_S250,7_S251,8_S252,9_S253
chr1,Tram1,10.0,12.0,12.0,15.0,61.0,10.0,11.0,16.0,17.0,9.0,16.0,16.0
chr1,Trip12,34.0,36.0,36.0,32.0,83.0,27.0,32.0,32.0,50.0,25.0,35.0,42.0
chr1,Trmt1l,22.0,32.0,35.0,33.0,64.0,21.0,27.0,22.0,32.0,19.0,28.0,43.0
chr1,Trp53bp2,23.0,24.0,25.0,29.0,47.0,20.0,19.0,24.0,33.0,17.0,31.0,42.0
chr1,Tsen15,3.0,2.0,11.0,4.0,28.0,5.0,9.0,9.0,15.0,4.0,3.0,8.0
chr1,Tsga10,48.0,60.0,60.0,89.0,131.0,79.0,76.0,79.0,106.0,63.0,67.0,77.0
chr1,Tsn,18.0,13.0,13.0,16.0,26.0,15.0,16.0,14.0,17.0,18.0,18.0,14.0
chr1,Ttll4,30.0,36.0,34.0,36.0,65.0,37.0,33.0,39.0,42.0,37.0,34.0,41.0
chr1,Tuba4a,10.0,15.0,15.0,16.0,16.0,14.0,15.0,15.0,16.0,14.0,15.0,15.0
chr1,Twist2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr1,Txndc9,11.0,11.0,11.0,13.0,17.0,11.0,9.0,10.0,9.0,11.0,9.0,10.0
chr1,Tyw5,,2.0,3.0,2.0,16.0,2.0,1.0,4.0,7.0,1.0,9.0,8.0
chr1,Uap1,15.0,19.0,22.0,21.0,45.0,19.0,19.0,15.0,24.0,15.0,15.0,26.0
chr1,Ube2f,4.0,5.0,5.0,8.0,31.0,5.0,8.0,6.0,12.0,4.0,16.0,11.0
chr1,Ube2t,,,,,1.0,,1.0,1.0,4.0,2.0,,
chr1,Ube2w,86.0,93.0,121.0,106.0,180.0,83.0,99.0,125.0,162.0,95.0,110.0,131.0
chr1,Ubxn4,24.0,42.0,41.0,48.0,76.0,35.0,33.0,48.0,50.0,39.0,45.0,50.0
chr1,Uchl5,19.0,20.0,23.0,23.0,29.0,23.0,23.0,23.0,27.0,23.0,23.0,23.0
chr1,Uck2,15.0,11.0,8.0,9.0,16.0,7.0,7.0,11.0,9.0,7.0,9.0,10.0
chr1,Ufc1,2.0,11.0,13.0,10.0,31.0,10.0,5.0,8.0,13.0,3.0,14.0,18.0
chr1,Uggt1,69.0,86.0,72.0,80.0,141.0,69.0,71.0,69.0,93.0,75.0,72.0,82.0
chr1,Uhmk1,44.0,62.0,54.0,58.0,85.0,47.0,57.0,48.0,58.0,49.0,64.0,67.0
chr1,Unc50,7.0,16.0,11.0,13.0,22.0,10.0,14.0,9.0,16.0,8.0,9.0,19.0
chr1,Unc80,94.0,115.0,136.0,120.0,294.0,111.0,124.0,137.0,195.0,132.0,127.0,155.0
chr1,Usf1,21.0,26.0,34.0,29.0,44.0,33.0,33.0,23.0,31.0,18.0,30.0,39.0
chr1,Usp21,11.0,10.0,8.0,11.0,13.0,10.0,11.0,9.0,9.0,7.0,8.0,12.0
chr1,Usp37,41.0,41.0,44.0,42.0,54.0,41.0,41.0,42.0,46.0,41.0,42.0,43.0
chr1,Usp40,16.0,19.0,27.0,29.0,63.0,23.0,36.0,29.0,38.0,15.0,30.0,26.0
chr1,Utp14b,31.0,37.0,45.0,37.0,46.0,35.0,39.0,36.0,46.0,40.0,45.0,39.0
chr1,Utp25,14.0,20.0,25.0,29.0,37.0,15.0,25.0,22.0,32.0,29.0,24.0,25.0
chr1,Uxs1,30.0,29.0,44.0,33.0,73.0,29.0,34.0,38.0,43.0,31.0,32.0,37.0
chr1,Vamp4,33.0,37.0,38.0,35.0,64.0,31.0,37.0,38.0,44.0,37.0,36.0,43.0
chr1,Vangl2,11.0,12.0,16.0,17.0,17.0,15.0,17.0,17.0,17.0,16.0,15.0,16.0
chr1,Vash2,,,2.0,6.0,13.0,1.0,,1.0,5.0,21.0,2.0,5.0
chr1,Vcpip1,23.0,23.0,23.0,23.0,34.0,20.0,21.0,27.0,26.0,24.0,23.0,25.0
chr1,Vps4b,17.0,31.0,33.0,36.0,80.0,22.0,37.0,42.0,45.0,27.0,41.0,49.0
chr1,Vwa3b,4.0,3.0,14.0,15.0,14.0,2.0,11.0,7.0,11.0,16.0,6.0,9.0
chr1,Vxn,34.0,33.0,27.0,29.0,76.0,55.0,34.0,37.0,56.0,28.0,44.0,49.0
chr1,Wdfy1,50.0,50.0,52.0,54.0,88.0,36.0,47.0,52.0,68.0,46.0,46.0,59.0
chr1,Wdr12,6.0,5.0,7.0,5.0,13.0,5.0,9.0,6.0,7.0,5.0,6.0,5.0
chr1,Wdr26,54.0,68.0,69.0,73.0,97.0,49.0,69.0,69.0,75.0,56.0,71.0,82.0
chr1,Wdr75,19.0,26.0,36.0,15.0,67.0,18.0,27.0,24.0,42.0,21.0,31.0,44.0
chr1,Wnt10a,7.0,4.0,5.0,5.0,7.0,3.0,6.0,4.0,8.0,5.0,4.0,5.0
chr1,Xkr4,141.0,149.0,237.0,84.0,882.0,126.0,70.0,106.0,362.0,78.0,131.0,187.0
chr1,Xpr1,10.0,10.0,11.0,11.0,13.0,10.0,10.0,10.0,11.0,10.0,11.0,10.0
chr1,Xrcc5,20.0,21.0,23.0,28.0,37.0,22.0,23.0,21.0,26.0,18.0,24.0,22.0
chr1,Yod1,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0
chr1,Zap70,8.0,5.0,9.0,7.0,9.0,4.0,9.0,6.0,9.0,7.0,9.0,10.0
chr1,Zbed6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
chr1,Zbtb18,14.0,14.0,14.0,14.0,15.0,15.0,14.0,12.0,15.0,14.0,14.0,14.0
chr1,Zbtb37,43.0,52.0,52.0,53.0,60.0,51.0,54.0,54.0,57.0,51.0,52.0,56.0
chr1,Zbtb41,27.0,20.0,28.0,28.0,34.0,27.0,30.0,28.0,29.0,32.0,31.0,28.0
chr1,Zc3h11a,38.0,36.0,36.0,41.0,46.0,36.0,35.0,37.0,41.0,34.0,38.0,43.0
chr1,Zcchc2,32.0,39.0,31.0,42.0,103.0,33.0,43.0,34.0,45.0,31.0,56.0,44.0
chr1,Zdbf2,24.0,18.0,29.0,23.0,27.0,24.0,24.0,21.0,22.0,24.0,23.0,23.0
chr1,Zfand2b,9.0,10.0,15.0,14.0,17.0,11.0,15.0,15.0,10.0,9.0,12.0,12.0
chr1,Zfp142,23.0,23.0,26.0,25.0,36.0,22.0,23.0,23.0,26.0,24.0,23.0,27.0
chr1,Zfp281,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
chr1,Zfp451,71.0,70.0,70.0,63.0,114.0,62.0,74.0,77.0,90.0,63.0,74.0,76.0
chr1,Zranb3,22.0,24.0,23.0,23.0,25.0,24.0,25.0,23.0,28.0,23.0,24.0,24.0
chr10,1190007I07Rik,11.0,16.0,11.0,14.0,26.0,14.0,23.0,17.0,22.0,18.0,19.0,18.0
chr10,1500009L16Rik,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
chr10,1500026H17Rik,5.0,5.0,6.0,8.0,7.0,4.0,6.0,6.0,7.0,6.0,8.0,6.0
chr10,1810014B01Rik,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0
chr10,2310011J03Rik,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
chr10,2610008E11Rik,10.0,15.0,17.0,23.0,31.0,18.0,13.0,17.0,22.0,15.0,16.0,22.0
chr10,4933412E12Rik,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
chr10,9030612E09Rik,1.0,2.0,,1.0,2.0,,,1.0,3.0,1.0,,
chr10,9330159F19Rik,69.0,69.0,78.0,71.0,95.0,69.0,72.0,71.0,78.0,74.0,78.0,81.0
chr10,A430046D13Rik,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
chr10,A630066F11Rik,,1.0,2.0,6.0,3.0,1.0,3.0,4.0,5.0,3.0,2.0,5.0
chr10,A830082N09Rik,71.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
chr10,A930033H14Rik,1.0,,9.0,11.0,14.0,7.0,5.0,10.0,13.0,13.0,5.0,10.0
chr10,AU041133,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
chr10,Abca7,35.0,35.0,36.0,39.0,42.0,35.0,35.0,35.0,39.0,34.0,36.0,35.0
chr10,Abhd17a,14.0,13.0,17.0,19.0,21.0,15.0,17.0,13.0,15.0,9.0,13.0,15.0
chr10,Abracl,4.0,4.0,4.0,10.0,8.0,13.0,5.0,5.0,18.0,6.0,5.0,5.0
chr10,Acss3,1.0,11.0,2.0,42.0,39.0,3.0,,25.0,25.0,1.0,,26.0
chr10,Actr6,12.0,15.0,10.0,20.0,33.0,10.0,11.0,12.0,16.0,9.0,11.0,13.0
chr10,Adamtsl5,7.0,4.0,6.0,5.0,6.0,5.0,5.0,3.0,8.0,4.0,5.0,6.0
chr10,Adarb1,70.0,69.0,65.0,76.0,108.0,55.0,56.0,72.0,71.0,66.0,64.0,62.0
chr10,Adat2,9.0,9.0,13.0,11.0,12.0,9.0,9.0,9.0,11.0,9.0,10.0,10.0
chr10,Adgrg6,,,,,3.0,,,2.0,2.0,7.0,,
chr10,Ado,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
chr10,Adora2a,8.0,,2.0,3.0,12.0,,4.0,12.0,3.0,2.0,3.0,2.0
chr10,Afg1l,13.0,17.0,16.0,14.0,18.0,15.0,15.0,15.0,17.0,14.0,15.0,14.0
chr10,Agap2,26.0,48.0,47.0,44.0,58.0,48.0,48.0,39.0,41.0,38.0,51.0,52.0
chr10,Agpat3,29.0,35.0,29.0,37.0,70.0,33.0,33.0,35.0,43.0,29.0,40.0,51.0
chr10,Ahi1,195.0,204.0,263.0,209.0,440.0,215.0,210.0,214.0,268.0,193.0,210.0,253.0
chr10,Aifm2,8.0,10.0,17.0,19.0,27.0,12.0,14.0,10.0,22.0,14.0,16.0,20.0
chr10,Aig1,33.0,25.0,42.0,38.0,144.0,14.0,18.0,17.0,76.0,18.0,21.0,29.0
chr10,Akap12,35.0,25.0,37.0,29.0,37.0,32.0,37.0,32.0,37.0,35.0,37.0,34.0
chr10,Akap7,29.0,30.0,35.0,30.0,53.0,31.0,30.0,31.0,32.0,30.0,35.0,37.0
chr10,Amd1,10.0,17.0,17.0,26.0,32.0,11.0,10.0,19.0,16.0,15.0,13.0,23.0
chr10,Amd2,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10,Anapc16,13.0,13.0,16.0,18.0,23.0,18.0,15.0,14.0,22.0,15.0,13.0,18.0
chr10,Ank3,399.0,476.0,555.0,357.0,1231.0,162.0,207.0,345.0,631.0,198.0,368.0,325.0
chr10,Ankrd24,20.0,20.0,21.0,22.0,31.0,18.0,20.0,19.0,22.0,18.0,19.0,22.0
chr10,Ankrd52,16.0,30.0,25.0,23.0,47.0,21.0,23.0,18.0,19.0,10.0,29.0,34.0
chr10,Anks1b,613.0,1218.0,1154.0,668.0,1919.0,775.0,539.0,865.0,1637.0,539.0,742.0,1032.0
chr10,Ano4,11.0,11.0,11.0,18.0,31.0,12.0,11.0,15.0,37.0,12.0,12.0,13.0
chr10,Ap3d1,21.0,28.0,27.0,30.0,52.0,20.0,28.0,21.0,25.0,15.0,23.0,33.0
chr10,Apaf1,27.0,31.0,33.0,31.0,34.0,32.0,33.0,30.0,32.0,33.0,28.0,33.0
chr10,Apba3,1.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
chr10,Apc2,45.0,48.0,46.0,45.0,63.0,48.0,51.0,42.0,52.0,42.0,50.0,54.0
chr10,Apof,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10,Appl2,78.0,92.0,97.0,101.0,123.0,91.0,102.0,101.0,113.0,96.0,94.0,110.0
chr10,Arfgef3,43.0,93.0,82.0,57.0,214.0,49.0,59.0,50.0,167.0,58.0,72.0,129.0
chr10,Arhgap18,16.0,14.0,12.0,17.0,42.0,16.0,14.0,18.0,16.0,15.0,14.0,18.0
chr10,Arhgap45,7.0,6.0,8.0,7.0,12.0,6.0,6.0,9.0,14.0,8.0,9.0,10.0
chr10,Arhgef25,14.0,14.0,17.0,17.0,20.0,17.0,18.0,17.0,18.0,16.0,16.0,20.0
chr10,Arid3a,6.0,8.0,11.0,14.0,21.0,8.0,11.0,6.0,15.0,8.0,11.0,16.0
chr10,Arid5b,13.0,9.0,8.0,13.0,46.0,9.0,8.0,12.0,14.0,7.0,9.0,12.0
chr10,Arl1,5.0,7.0,13.0,7.0,18.0,7.0,5.0,5.0,17.0,5.0,10.0,6.0
chr10,Armc2,11.0,7.0,7.0,17.0,24.0,9.0,10.0,8.0,14.0,8.0,6.0,14.0
chr10,Armt1,23.0,27.0,28.0,30.0,39.0,26.0,31.0,27.0,35.0,29.0,28.0,31.0
chr10,Ascc1,5.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0
chr10,Ascc3,23.0,26.0,27.0,27.0,45.0,26.0,26.0,27.0,35.0,26.0,30.0,29.0
chr10,Ascl1,1.0,1.0,4.0,5.0,7.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0
chr10,Asf1a,4.0,4.0,5.0,7.0,16.0,4.0,5.0,5.0,7.0,4.0,4.0,9.0
chr10,Atcay,13.0,18.0,25.0,22.0,59.0,20.0,25.0,14.0,22.0,19.0,24.0,22.0
chr10,Atg5,6.0,6.0,6.0,8.0,7.0,6.0,8.0,6.0,10.0,9.0,6.0,7.0
chr10,Atp23,10.0,9.0,14.0,14.0,35.0,18.0,14.0,17.0,36.0,11.0,11.0,16.0
chr10,Atp2b1,208.0,382.0,300.0,260.0,497.0,327.0,323.0,348.0,415.0,226.0,358.0,402.0
chr10,Atp5b,13.0,17.0,20.0,18.0,23.0,19.0,21.0,14.0,19.0,13.0,18.0,22.0
chr10,Atp5d,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0
chr10,Atxn7l3b,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
chr10,B4galnt1,7.0,9.0,12.0,10.0,18.0,11.0,10.0,9.0,5.0,7.0,11.0,14.0
chr10,BC024063,1.0,2.0,4.0,2.0,5.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0
chr10,BC048403,19.0,21.0,23.0,22.0,23.0,21.0,22.0,23.0,23.0,22.0,20.0,25.0
chr10,Baz2a,30.0,37.0,39.0,32.0,76.0,25.0,31.0,26.0,33.0,23.0,48.0,32.0
chr10,Bbs10,7.0,20.0,21.0,25.0,32.0,25.0,24.0,27.0,25.0,23.0,20.0,27.0
chr10,Bclaf1,41.0,48.0,36.0,52.0,75.0,34.0,47.0,48.0,49.0,34.0,48.0,59.0
chr10,Bcr,31.0,50.0,38.0,25.0,115.0,60.0,34.0,51.0,56.0,29.0,45.0,75.0
chr10,Bend3,8.0,8.0,14.0,17.0,23.0,16.0,20.0,13.0,21.0,17.0,12.0,18.0
chr10,Best3,8.0,3.0,4.0,10.0,11.0,1.0,2.0,11.0,10.0,3.0,1.0,10.0
chr10,Bicc1,10.0,21.0,17.0,26.0,29.0,22.0,17.0,26.0,26.0,22.0,20.0,24.0
chr10,Bloc1s1,3.0,4.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0
chr10,Bsg,10.0,11.0,14.0,13.0,15.0,11.0,13.0,8.0,12.0,8.0,12.0,14.0
chr10,Btbd11,17.0,16.0,16.0,17.0,19.0,17.0,17.0,17.0,18.0,16.0,16.0,18.0
chr10,Btbd2,9.0,14.0,12.0,12.0,35.0,10.0,14.0,9.0,14.0,8.0,9.0,9.0
chr10,Btg1,6.0,6.0,9.0,6.0,19.0,8.0,8.0,13.0,13.0,6.0,6.0,10.0
chr10,Bves,34.0,39.0,47.0,44.0,45.0,38.0,42.0,38.0,45.0,34.0,40.0,47.0
chr10,C2cd4c,6.0,2.0,5.0,8.0,17.0,6.0,9.0,8.0,8.0,12.0,8.0,4.0
chr10,Cabcoco1,8.0,11.0,10.0,11.0,11.0,7.0,9.0,8.0,11.0,5.0,2.0,9.0
chr10,Cabin1,57.0,65.0,55.0,53.0,176.0,37.0,44.0,60.0,92.0,32.0,57.0,93.0
chr10,Cactin,5.0,6.0,6.0,7.0,12.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0
chr10,Calhm5,13.0,13.0,13.0,13.0,14.0,14.0,15.0,13.0,13.0,13.0,14.0,13.0
chr10,Cand1,31.0,36.0,40.0,42.0,78.0,38.0,37.0,34.0,42.0,34.0,34.0,44.0
chr10,Cbarp,22.0,27.0,25.0,26.0,31.0,24.0,31.0,24.0,24.0,22.0,26.0,30.0
chr10,Ccar1,16.0,21.0,20.0,19.0,38.0,13.0,20.0,16.0,27.0,11.0,25.0,23.0
chr10,Ccdc138,10.0,9.0,14.0,14.0,15.0,17.0,15.0,15.0,15.0,13.0,13.0,13.0
chr10,Ccdc28a,15.0,34.0,26.0,41.0,47.0,22.0,27.0,28.0,44.0,30.0,23.0,35.0
chr10,Ccdc59,16.0,28.0,37.0,40.0,45.0,34.0,38.0,36.0,40.0,28.0,28.0,42.0
chr10,Ccdc6,33.0,30.0,20.0,29.0,115.0,23.0,20.0,26.0,24.0,21.0,31.0,29.0
chr10,Ccn2,5.0,7.0,4.0,8.0,10.0,6.0,6.0,8.0,7.0,4.0,5.0,5.0
chr10,Cct2,18.0,17.0,21.0,19.0,49.0,12.0,23.0,16.0,24.0,12.0,22.0,29.0
chr10,Cd164,6.0,8.0,9.0,12.0,22.0,7.0,5.0,4.0,9.0,9.0,10.0,12.0
chr10,Cd24a,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0
chr10,Cd63,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
chr10,Cdc34,4.0,4.0,6.0,8.0,9.0,4.0,6.0,6.0,6.0,4.0,5.0,4.0
chr10,Cdc40,32.0,78.0,54.0,69.0,95.0,60.0,44.0,84.0,119.0,52.0,67.0,92.0
chr10,Cdh23,20.0,,6.0,20.0,35.0,,8.0,15.0,17.0,25.0,1.0,2.0
chr10,Cdk17,123.0,101.0,131.0,142.0,356.0,162.0,145.0,135.0,188.0,103.0,153.0,188.0
chr10,Cdk19,34.0,32.0,32.0,52.0,56.0,30.0,28.0,61.0,40.0,35.0,40.0,40.0
chr10,Cdk2,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0
chr10,Cdk4,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0
chr10,Celf5,69.0,75.0,69.0,74.0,102.0,75.0,74.0,61.0,81.0,56.0,88.0,88.0
chr10,Cenpw,,,,,1.0,,1.0,1.0,,1.0,1.0,2.0
chr10,Cep57l1,3.0,1.0,6.0,5.0,7.0,5.0,4.0,7.0,8.0,6.0,5.0,8.0
chr10,Cep83,27.0,27.0,32.0,36.0,58.0,33.0,34.0,34.0,41.0,24.0,35.0,45.0
chr10,Cep83os,24.0,26.0,36.0,29.0,49.0,31.0,30.0,30.0,44.0,31.0,29.0,35.0
chr10,Cep85l,31.0,32.0,31.0,42.0,65.0,35.0,30.0,35.0,62.0,39.0,33.0,34.0
chr10,Cfap410,26.0,28.0,29.0,32.0,37.0,35.0,33.0,30.0,32.0,21.0,29.0,34.0
chr10,Cfap54,29.0,27.0,32.0,34.0,59.0,33.0,29.0,31.0,30.0,21.0,32.0,30.0
chr10,Chchd10,1.0,4.0,1.0,1.0,6.0,1.0,5.0,5.0,2.0,2.0,3.0,4.0
chr10,Chpt1,16.0,18.0,24.0,20.0,40.0,20.0,21.0,17.0,30.0,21.0,21.0,21.0
chr10,Chst11,80.0,80.0,62.0,71.0,195.0,31.0,36.0,42.0,72.0,40.0,77.0,95.0
chr10,Chst3,,,6.0,11.0,32.0,4.0,2.0,11.0,22.0,3.0,2.0,5.0
chr10,Cirbp,9.0,9.0,10.0,10.0,12.0,10.0,11.0,8.0,11.0,10.0,7.0,10.0
chr10,Cisd1,2.0,4.0,3.0,6.0,11.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0
chr10,Cited2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10,Ckap4,28.0,25.0,26.0,29.0,29.0,27.0,28.0,27.0,27.0,28.0,27.0,28.0
chr10,Clvs2,29.0,34.0,46.0,30.0,59.0,33.0,36.0,29.0,56.0,38.0,34.0,36.0
chr10,Cnksr3,19.0,16.0,23.0,30.0,28.0,12.0,10.0,22.0,29.0,24.0,14.0,26.0
chr10,Cnn2,3.0,5.0,6.0,7.0,10.0,6.0,3.0,10.0,10.0,6.0,6.0,9.0
chr10,Cnot2,43.0,43.0,49.0,41.0,161.0,33.0,36.0,39.0,93.0,24.0,67.0,66.0
chr10,Cnpy2,3.0,4.0,6.0,5.0,12.0,5.0,3.0,5.0,7.0,5.0,10.0,5.0
chr10,Col6a1,31.0,31.0,41.0,37.0,50.0,31.0,31.0,30.0,31.0,30.0,31.0,40.0
chr10,Coq10a,6.0,12.0,14.0,13.0,14.0,14.0,13.0,13.0,13.0,11.0,12.0,13.0
chr10,Cpm,30.0,30.0,32.0,34.0,33.0,32.0,31.0,32.0,31.0,32.0,32.0,33.0
chr10,Cpsf6,71.0,67.0,78.0,74.0,101.0,70.0,74.0,68.0,82.0,66.0,72.0,74.0
chr10,Cradd,16.0,19.0,28.0,22.0,31.0,15.0,20.0,20.0,28.0,19.0,19.0,26.0
chr10,Cry1,12.0,12.0,14.0,14.0,17.0,13.0,14.0,14.0,13.0,13.0,13.0,14.0
chr10,Cs,13.0,14.0,13.0,18.0,27.0,16.0,18.0,13.0,22.0,13.0,13.0,17.0
chr10,Csnk1g2,15.0,18.0,18.0,25.0,42.0,9.0,21.0,13.0,19.0,17.0,24.0,36.0
chr10,Csrp2,8.0,9.0,8.0,11.0,14.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0
chr10,Cstb,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
chr10,Ctdsp2,99.0,101.0,112.0,116.0,129.0,109.0,111.0,101.0,104.0,80.0,118.0,126.0
chr10,Ctnna3,6.0,,7.0,12.0,14.0,,1.0,8.0,14.0,3.0,2.0,3.0
chr10,D10Wsu102e,27.0,27.0,28.0,28.0,31.0,31.0,28.0,28.0,28.0,28.0,28.0,28.0
chr10,Dapk3,6.0,12.0,8.0,7.0,23.0,10.0,9.0,9.0,10.0,9.0,10.0,12.0
chr10,Dazap1,22.0,23.0,24.0,26.0,46.0,18.0,23.0,15.0,22.0,15.0,20.0,30.0
chr10,Dcbld1,9.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0
chr10,Dcn,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
chr10,Dctn2,49.0,69.0,72.0,75.0,80.0,73.0,73.0,68.0,74.0,60.0,68.0,76.0
chr10,Ddit3,3.0,1.0,4.0,9.0,18.0,4.0,2.0,1.0,7.0,2.0,5.0,5.0
chr10,Ddit4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
chr10,Ddo,79.0,70.0,101.0,91.0,112.0,58.0,89.0,73.0,86.0,98.0,74.0,78.0
chr10,Ddt,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
chr10,Ddx21,36.0,36.0,37.0,40.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
chr10,Ddx50,19.0,23.0,23.0,26.0,50.0,22.0,20.0,26.0,33.0,15.0,22.0,38.0
chr10,Dgka,9.0,9.0,9.0,10.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,9.0
chr10,Dip2a,49.0,55.0,42.0,90.0,168.0,34.0,43.0,75.0,72.0,29.0,53.0,82.0
chr10,Diras1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
chr10,Dnajb12,17.0,16.0,16.0,25.0,33.0,12.0,14.0,19.0,18.0,13.0,20.0,17.0
chr10,Dnajc12,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
chr10,Dnajc14,10.0,9.0,16.0,13.0,17.0,13.0,14.0,16.0,18.0,14.0,14.0,16.0
chr10,Dohh,10.0,10.0,10.0,10.0,11.0,12.0,11.0,10.0,10.0,10.0,10.0,10.0
chr10,Dot1l,38.0,51.0,54.0,57.0,98.0,31.0,43.0,53.0,56.0,42.0,53.0,63.0
chr10,Dse,14.0,17.0,18.0,19.0,18.0,17.0,17.0,17.0,19.0,17.0,22.0,17.0
chr10,Dtx3,8.0,20.0,17.0,17.0,21.0,16.0,11.0,12.0,13.0,10.0,12.0,12.0
chr10,Dyrk2,18.0,9.0,18.0,19.0,44.0,22.0,9.0,13.0,16.0,17.0,18.0,33.0
chr10,E130307A14Rik,56.0,77.0,81.0,59.0,105.0,65.0,71.0,70.0,113.0,70.0,73.0,83.0
chr10,E130317F20Rik,6.0,3.0,7.0,7.0,8.0,3.0,8.0,7.0,9.0,6.0,6.0,8.0
chr10,Echdc1,34.0,34.0,34.0,35.0,35.0,34.0,35.0,36.0,37.0,37.0,34.0,34.0
chr10,Eea1,25.0,23.0,22.0,23.0,36.0,22.0,23.0,24.0,26.0,22.0,22.0,25.0
chr10,Eef2,11.0,16.0,15.0,20.0,20.0,16.0,20.0,14.0,17.0,12.0,16.0,20.0
chr10,Efna2,8.0,8.0,9.0,8.0,11.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0
chr10,Eif4ebp2,6.0,5.0,5.0,10.0,12.0,7.0,9.0,5.0,6.0,6.0,7.0,9.0
chr10,Elk3,12.0,16.0,20.0,27.0,25.0,22.0,22.0,23.0,25.0,24.0,20.0,24.0
chr10,Enpp1,4.0,3.0,3.0,15.0,25.0,1.0,3.0,9.0,20.0,10.0,9.0,10.0
chr10,Epb41l2,38.0,36.0,42.0,50.0,99.0,36.0,37.0,60.0,56.0,40.0,52.0,59.0
chr10,Epm2a,7.0,3.0,4.0,4.0,8.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0
chr10,Erbb3,18.0,27.0,28.0,30.0,30.0,21.0,29.0,30.0,30.0,30.0,30.0,30.0
chr10,Esr1,8.0,7.0,16.0,13.0,17.0,14.0,11.0,6.0,16.0,3.0,14.0,16.0
chr10,Esyt1,12.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0
chr10,Eya4,7.0,28.0,42.0,37.0,39.0,26.0,34.0,39.0,40.0,38.0,30.0,36.0
chr10,F420014N23Rik,,1.0,,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,
chr10,Fabp7,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
chr10,Fam13c,109.0,172.0,166.0,125.0,331.0,126.0,160.0,143.0,256.0,114.0,155.0,218.0
chr10,Fam174c,3.0,5.0,,6.0,7.0,4.0,3.0,6.0,5.0,3.0,4.0,2.0
