Gene_Name,10_S254,11_S255,12_S256,1_S245,2_S246,3_S247,4_S248,5_S249,6_S250,7_S251,8_S252,9_S253
Tas2r137,3,1,5,3,12,2,2,9,9,1,2,1
Tas2r138,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r139,0,0,0,0,0,0,0,0,0,0,0,0
Tas2r140,0,0,0,0,1,0,0,0,0,0,0,0
Tas2r143,0,5,0,0,3,0,0,0,1,1,1,0
Tas2r144,0,0,0,0,0,0,0,0,0,0,0,0
Tasor,4492,4439,7172,7899,12284,6795,7963,7513,9626,8246,6944,8065
Tasor2,1973,2835,3994,4243,7303,3985,4030,4681,6956,4341,4042,4779
Tasp1,1570,1119,1700,1810,3299,1747,1887,1605,2645,1515,1406,2102
Tat,7,22,4,52,42,8,4,8,35,1,5,33
Tatdn1,219,438,540,676,1074,546,515,570,838,559,543,711
Tatdn2,1828,1985,2581,2811,4461,2480,2819,2832,4247,2687,2385,3328
Tatdn3,272,371,506,512,839,386,425,325,651,363,448,472
Tax1bp1,5313,8055,9842,12064,17632,11299,11260,11883,17825,10790,10306,13430
Tax1bp3,60,132,124,268,244,138,128,190,221,129,106,217
Taz,993,1345,1730,1490,2907,1418,1829,1650,2270,1109,1264,1843
Tbata,472,552,861,588,969,787,958,631,1173,653,739,681
Tbc1d1,1921,2469,2789,2768,4923,4560,3464,4495,6267,3341,3154,4477
Tbc1d10a,886,735,891,1000,1683,908,969,1046,1549,1124,918,1127
Tbc1d10b,6048,4662,5781,7005,9462,4918,6436,6908,9439,6707,6076,6417
Tbc1d10c,18,24,33,37,59,15,36,31,39,3,10,43
Tbc1d12,793,975,1344,1501,2381,1279,1505,1434,2125,1354,1301,1616
Tbc1d13,2538,2295,2962,3247,4733,2678,3084,3362,4526,2791,2957,3235
Tbc1d14,5256,5291,7118,8103,11080,6064,7738,8234,11680,8142,6686,8351
Tbc1d15,1572,2104,3015,3256,4556,2350,3246,3429,4416,3454,2729,3520
Tbc1d16,3594,2674,4106,4466,6841,4211,4360,4404,6463,5016,3808,4802
Tbc1d17,2040,1515,1869,2027,3507,1932,2153,1991,3132,1708,1846,2237
Tbc1d19,1094,1804,2101,2407,3737,2087,2119,2315,3678,2001,2084,2520
Tbc1d2,293,332,167,703,566,192,139,439,515,162,176,449
Tbc1d20,2507,2909,3993,4117,6360,3311,3994,4159,6251,3956,3204,4349
Tbc1d21,0,0,0,0,0,0,0,0,0,0,0,0
Tbc1d22a,1811,1703,2378,2289,3906,1942,2310,2428,3730,2205,2154,2398
Tbc1d22b,2074,2038,2978,2909,5007,2868,3016,3045,4315,2770,2469,3188
Tbc1d22bos,0,2,0,0,2,1,0,0,7,0,0,0
Tbc1d23,1585,1726,2308,2788,4975,2420,2539,2692,4597,2257,2630,2861
Tbc1d24,5135,6702,7456,7776,14425,8060,9456,10033,15219,8075,7269,8124
Tbc1d25,555,631,866,794,1259,682,802,881,1369,726,697,841
Tbc1d2b,751,794,935,1166,2135,1084,1032,1046,1670,677,895,1458
Tbc1d30,3583,3371,4863,4842,9195,4918,4828,5126,7610,5238,4593,5347
Tbc1d31,213,320,346,448,752,345,345,441,644,305,375,487
Tbc1d32,1059,1422,1836,2012,3589,1789,2060,1986,3103,1773,1823,2310
Tbc1d4,622,722,957,1037,1332,715,984,933,1320,973,853,1181
Tbc1d5,1519,2381,3187,3829,5068,2706,3193,3585,5518,3277,3134,3875
Tbc1d7,433,498,621,659,1033,536,651,731,951,547,557,710
Tbc1d8,791,644,942,941,2054,1070,994,858,1634,788,790,1142
Tbc1d8b,1078,1868,3354,2968,3080,1496,3194,2306,4173,2608,2115,3217
Tbc1d9,9509,8448,8121,15644,20410,8568,8330,12406,17237,8105,7709,14439
Tbc1d9b,10404,10052,13056,14471,24551,11107,12726,12501,21247,11754,11988,14607
Tbca,446,497,655,819,1108,668,797,784,830,617,586,790
Tbcb,2056,1663,2226,2410,4177,2513,2543,2426,3967,2213,2382,2785
Tbcc,1070,587,679,836,1304,701,916,806,1202,763,728,888
Tbccd1,477,438,641,715,1129,654,679,753,1049,659,554,791
Tbcd,3390,2604,3230,3774,5506,2971,3529,3384,5427,2758,2792,3942
Tbce,904,1380,1633,1768,3142,1530,1896,1710,2764,1654,1713,2076
Tbcel,3481,3953,4531,6831,8379,4285,4589,5982,8464,5011,3963,6125
Tbck,2605,3662,4875,5016,7990,4908,4990,5154,8283,5127,4589,5572
Tbk1,1581,2232,2817,3221,4856,3097,3136,3010,4369,2981,2702,3688
Tbkbp1,4402,3316,4770,3681,6746,4454,5065,4177,6041,3865,4062,5365
Tbl1x,1389,1773,2671,2492,5135,2518,2445,2706,3927,2165,1747,2864
Tbl1xr1,10216,12244,17406,17856,26008,15420,18724,18263,28577,19476,17389,19405
Tbl2,1482,1610,2340,2477,3920,2019,2451,2342,3561,2456,2062,2454
Tbl3,1256,907,1263,1272,2100,1187,1397,1240,2061,1244,1069,1569
Tbp,551,856,1153,1166,1970,1087,1226,1253,1651,1099,1106,1321
Tbpl1,2121,2587,3963,4134,6582,3362,4158,4253,5984,4071,3382,4709
Tbpl2,0,0,0,0,0,0,0,0,0,0,0,0
Tbr1,2551,2127,2851,3483,6548,2086,3103,3852,4455,4861,2919,2635
Tbrg1,1352,1351,1749,2072,3403,1842,2021,2042,2883,1663,1752,2281
Tbrg3,328,397,385,370,798,294,303,417,563,356,393,456
Tbrg4,1417,1453,1757,2007,3041,1586,1879,1874,2939,1745,1708,2165
Tbx1,15,24,31,13,32,41,30,12,18,14,18,26
Tbx10,0,0,0,0,0,0,0,0,0,0,1,1
Tbx15,14,19,24,21,75,33,12,39,67,39,33,49
Tbx18,72,71,79,118,224,117,79,141,174,99,81,119
Tbx19,0,0,1,0,1,1,0,0,0,1,0,0
Tbx2,56,69,86,140,151,68,108,118,150,93,102,153
Tbx20,1,0,0,1,2,0,0,1,0,0,0,0
Tbx21,12,1,6,1,10,1,12,5,3,2,2,3
Tbx22,0,1,0,2,1,0,0,0,0,0,0,0
Tbx3,136,167,235,270,329,257,274,397,409,256,222,331
Tbx3os1,7,5,7,6,12,8,10,8,7,6,8,18
Tbx3os2,0,0,0,0,4,0,0,0,0,0,0,1
Tbx4,1,2,3,7,4,2,0,12,6,3,1,6
Tbx5,3,7,4,2,1,1,2,2,0,2,1,1
Tbx6,24,12,21,28,48,27,25,11,16,15,28,21
Tbxa2r,52,56,63,74,119,69,60,84,104,62,60,93
Tbxas1,50,38,56,95,162,93,86,107,130,114,86,98
Tc2n,69,158,18,466,308,84,13,248,202,49,25,322
Tcaf1,13621,17281,23794,26031,39820,24511,25684,25134,37157,24627,22982,27614
Tcaf2,66,56,29,178,150,59,37,95,124,48,42,105
Tcaf3,0,0,0,0,0,0,0,0,0,0,0,0
Tcaim,740,1156,1715,1592,2524,1555,1704,1483,2486,1630,1473,2008
Tcam1,9,13,20,22,47,16,26,19,26,11,20,25
Tcap,18,1,6,1,18,5,5,2,8,9,7,4
Tcea1,1917,2594,3471,4147,5876,3380,3790,3883,5749,3772,3232,4652
Tcea2,1529,1238,1787,1392,3052,1526,1868,1224,2144,1279,1312,1664
Tcea3,22,16,2,92,56,16,2,40,58,9,7,43
Tceal1,928,768,1211,1167,2339,1364,1447,1107,1795,1224,1032,1381
Tceal3,3505,1794,2474,2667,3901,2572,2909,2552,3373,2583,2419,2804
Tceal5,947,665,1016,1243,1920,1469,1201,979,1192,1091,1034,1564
Tceal6,2023,1329,1896,1884,2816,1587,2154,1807,2763,1656,1634,2088
Tceal7,20,26,59,28,146,91,80,41,85,36,39,79
Tceal8,914,1088,1554,1706,2463,1596,1804,1840,2291,1510,1213,1884
Tceal9,2889,1617,2270,2741,5341,2746,2808,2572,3751,2253,2106,3135
Tceanc,126,137,203,192,255,113,252,233,305,198,114,176
Tceanc2,764,715,1037,1057,1646,888,983,1001,1512,1016,949,1068
Tcerg1,2551,3588,4813,4955,7374,4409,4789,4991,7505,5063,3962,5856
Tcerg1l,339,240,593,503,1268,604,563,324,834,261,320,729
Tcf12,2292,3418,4926,5437,7821,4175,4629,5042,7575,4425,4020,5794
Tcf15,154,25,52,58,64,38,99,71,47,78,65,40
Tcf19,118,115,112,155,264,90,164,172,264,170,92,189
Tcf20,12012,15705,22832,25067,38672,23659,22617,27498,40595,27739,20312,28115
Tcf21,5,9,0,22,7,2,0,5,2,0,0,17
Tcf23,18,7,15,17,41,13,25,31,31,11,10,17
Tcf24,7,18,17,14,42,9,23,26,31,24,7,8
Tcf25,14232,18152,23052,25549,38534,21926,22677,25334,38993,24233,21721,25768
Tcf3,987,871,1050,1359,2098,1044,1126,1225,1744,1043,1003,1363
Tcf4,21771,29592,39975,43580,54252,43521,45105,51221,69758,49172,42442,48350
Tcf7,65,93,154,155,277,166,162,157,238,116,138,191
Tcf7l1,155,151,173,215,305,209,161,186,275,171,160,211
Tcf7l2,549,460,640,927,1170,665,551,683,962,1678,523,770
Tcfl5,150,13,94,25,266,72,122,24,31,22,9,44
Tchh,93,95,139,162,290,160,178,122,191,126,108,198
Tchhl1,0,0,0,0,0,0,0,0,0,0,0,0
Tchp,344,262,278,404,698,339,318,342,448,303,263,422
Tcim,24,32,48,67,67,18,28,38,58,18,21,41
Tcirg1,342,333,348,468,756,394,377,408,567,335,374,442
Tcl1,0,0,0,0,0,0,0,0,0,0,0,0
Tcl1b1,0,0,0,0,0,0,0,0,0,0,0,0
Tcl1b2,0,0,0,0,0,0,0,1,0,1,0,0
Tcl1b3,0,0,0,0,0,0,0,0,0,0,0,0
Tcl1b4,0,0,0,0,0,0,0,0,0,0,0,0
Tcl1b5,0,0,0,0,0,0,0,0,0,0,0,0
Tcn2,674,1076,658,1938,2104,907,650,1558,1902,864,717,1538
Tcof1,896,889,1117,1222,2164,1237,1096,1213,2106,1007,1129,1366
Tcp1,7061,7773,10346,11582,17785,11066,11751,11549,17269,10929,10474,13288
Tcp10a,0,0,1,2,0,0,3,1,3,0,0,0
Tcp10b,3,1,16,9,25,3,2,11,8,10,7,9
Tcp10c,0,1,1,2,4,0,3,2,11,1,3,0
Tcp11,26,27,19,88,52,12,33,44,40,26,38,40
Tcp11l1,2078,2201,3186,3337,4943,2652,3047,3152,5327,2904,2975,3367
Tcp11l2,684,1232,1442,1817,2510,1340,1678,1802,2690,1722,1419,1936
Tcp11x2,0,0,0,0,0,0,0,0,0,0,0,0
Tcta,765,938,1365,1290,2220,1152,1441,1275,2163,1160,1075,1555
Tcte1,141,19,138,207,176,76,86,76,89,81,97,126
Tcte2,57,66,119,125,279,86,109,123,173,122,139,105
Tcte3,0,0,0,0,0,0,0,0,0,0,0,0
Tctex1d1,15,15,25,44,43,34,19,20,29,25,10,16
Tctex1d2,218,278,406,474,646,352,452,383,498,348,338,487
Tctex1d4,55,39,22,118,89,45,13,46,91,25,21,83
Tctn1,608,892,995,1471,1961,598,826,1181,1591,1046,950,1323
Tctn2,729,759,870,1293,2191,1065,774,1049,1556,624,711,1237
Tctn3,584,813,1025,1194,2036,1095,1042,1016,1596,757,876,1352
Tdg,643,771,860,1127,1591,968,1041,1299,2001,995,874,1352
Tdg-ps2,463,155,704,831,1201,703,818,288,407,848,724,256
Tdgf1,10,11,15,34,14,21,28,30,33,12,18,20
Tdh,1,1,1,1,2,2,2,1,3,5,0,0
Tdo2,10,40,66,64,25,18,49,60,123,83,46,78
Tdp1,483,605,828,733,1397,803,705,809,1128,646,606,911
Tdp2,618,611,872,1011,1481,788,1005,1000,1498,899,781,1100
Tdpoz1,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz2,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz3,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz4,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz5,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz7,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz8,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz9,0,0,0,0,0,0,0,0,0,0,0,0
Tdrd1,44,22,39,45,63,25,30,18,86,27,37,43
Tdrd12,49,40,117,53,106,40,89,24,72,32,57,77
Tdrd3,1049,1664,2035,2652,3685,1713,1943,2257,3710,2159,1960,2544
Tdrd5,94,148,167,146,401,107,156,136,219,148,172,199
Tdrd6,87,112,113,119,351,173,151,143,294,46,86,143
Tdrd7,1556,1960,2318,2871,4052,2406,2505,2728,4448,2476,2374,3102
Tdrd9,22,5,12,16,34,5,6,11,8,0,2,14
Tdrkh,1924,2259,3070,3355,5278,3400,3231,3317,5133,3182,3046,3601
Tdrp,821,663,840,1055,1768,750,897,1085,1373,861,882,1055
Tead1,2304,3881,5215,5034,6145,3247,4169,4230,7596,3404,3828,5991
Tead2,91,100,121,125,209,95,77,98,158,102,78,126
Tead3,90,114,101,134,202,109,96,119,162,63,80,142
Tead4,24,41,94,45,71,39,41,35,85,20,40,66
Tec,27,65,40,129,187,58,52,82,114,59,50,76
Tecpr1,7537,5087,6123,7388,10609,5545,7435,8289,11121,7900,6868,6762
Tecpr2,6327,5908,8356,8304,14336,8247,8646,8841,14267,8299,7511,9631
Tecr,5665,8577,9582,12002,16153,10181,8825,9667,13581,8126,8045,10747
Tecrl,9,17,28,16,13,14,18,4,23,7,14,33
Tecta,6,8,6,11,28,5,8,14,21,11,11,20
Tectb,0,1,0,0,5,2,3,1,3,0,1,0
Tedc1,46,28,25,40,91,23,37,26,56,17,29,26
Tedc2,239,293,275,347,519,297,396,416,564,275,286,369
Teddm1b,0,0,0,2,0,0,0,0,0,0,2,0
Teddm3,0,3,6,0,1,2,1,1,1,1,2,3
Tef,13330,12007,17952,16530,30231,16833,20294,19357,25572,17919,15402,18789
Tefm,161,227,294,312,427,270,302,356,421,266,240,340
Tek,399,561,710,814,1252,878,770,885,1453,944,837,913
Tekt1,140,132,59,395,350,145,57,195,251,58,74,255
Tekt2,50,27,49,51,269,34,19,38,40,44,17,35
Tekt3,8,7,16,63,48,14,12,20,30,4,16,24
Tekt4,42,36,64,114,146,45,43,62,71,20,30,62
Tekt5,72,35,83,87,313,57,123,121,195,94,54,104
Telo2,1145,956,1081,1032,2060,1206,1376,1039,1722,777,1022,1356
Ten1,453,358,453,582,848,531,511,493,762,474,487,546
Tenm1,2774,3087,6713,4603,12644,7422,6343,3921,9070,3951,3870,7338
Tenm2,11313,13470,22491,17261,29640,23607,21864,18858,37568,15323,17833,24234
Tenm3,8425,8197,9323,9639,21932,18906,13860,13614,24128,9787,13816,16821
Tenm4,16889,18715,24969,26064,42182,26237,25622,19791,43857,13626,25948,33948
Tent2,755,1016,1345,1486,2471,1546,1497,1381,2356,1376,1316,1637
Tent4a,2171,2747,3483,3781,6153,3467,3531,4215,5541,3581,3258,4028
Tent4b,2924,3653,4840,4960,8567,4631,5014,5360,7610,5083,4763,5697
Tent5a,549,515,380,839,1729,629,492,1032,802,508,728,755
Tent5b,5,3,5,10,8,3,5,4,10,3,1,8
Tent5c,196,227,335,558,368,211,99,234,359,163,175,325
Tent5d,1,4,0,6,15,2,1,6,11,2,0,6
Tep1,414,349,313,732,856,349,426,668,783,520,413,614
Tepp,1,1,1,1,1,4,0,0,1,0,1,2
Tepsin,598,645,820,814,1331,718,746,798,1308,713,834,858
Terb2,0,0,0,0,0,0,0,0,0,1,0,0
Terf1,278,239,342,407,649,557,423,406,499,349,380,442
Terf2,1537,1632,2313,2326,3781,2130,2421,2338,3461,2126,2044,2435
Terf2ip,2780,2615,3331,3782,6682,3617,4147,4412,5825,3898,3389,4181
Tert,202,130,281,194,640,251,257,139,291,111,140,237
Tes,49,63,45,126,165,59,42,94,112,58,58,92
Tesc,1521,1218,1770,1983,2446,1578,1942,1561,2545,1572,1667,1967
Tesk1,2663,2273,2901,3129,5404,3347,3076,3277,5320,2824,2886,3773
Tesk2,292,247,379,483,523,239,360,377,608,355,318,363
Tesmin,10,15,10,12,20,18,11,22,11,8,10,5
Tespa1,0,0,0,0,1,0,0,0,0,0,1,0
Tet1,1008,1221,1827,1858,3167,1698,1707,2146,2948,2013,1613,1909
Tet2,2030,2852,4019,3954,7822,3970,3785,4161,5622,3881,3464,4548
Tet3,5506,4661,6008,7208,10726,5898,6757,7665,8869,7214,6015,7306
Tex10,877,1331,1627,1619,2944,1819,1844,1930,2803,1495,1580,2159
Tex101,1,0,0,0,0,0,0,0,0,0,0,0
Tex11,15,8,29,14,25,9,37,27,63,21,10,15
Tex12,1,0,1,1,0,0,8,0,0,0,0,0
Tex13a,0,0,0,0,0,0,0,0,0,0,0,0
Tex13b,0,0,0,0,0,0,0,0,0,0,0,0
Tex13c1,0,0,0,0,0,0,0,0,0,0,0,0
Tex13c3,0,0,0,0,0,0,0,0,0,0,0,0
Tex14,413,45,537,93,270,231,689,77,118,157,80,102
Tex15,136,175,340,187,736,167,337,173,320,249,185,290
Tex16,0,1,0,1,10,1,2,0,2,0,1,0
Tex19.1,0,0,0,0,0,0,1,0,0,0,0,0
Tex19.2,0,0,0,0,0,0,0,0,0,1,0,1
Tex2,7604,8737,10280,13430,17519,10940,11437,13751,19860,12684,11638,13322
Tex21,0,0,0,1,2,1,0,0,0,1,0,2
Tex22,9,8,6,12,18,10,7,9,13,2,11,14
Tex24,0,0,1,0,1,0,0,0,0,0,0,0
Tex26,15,13,11,32,60,17,9,5,22,7,19,17
Tex261,1325,1206,1295,1790,2180,1584,1520,1386,1993,1510,1208,1759
Tex264,2230,1794,2341,2499,4302,2491,2099,2421,3688,2167,1963,3021
Tex28,0,0,0,0,0,0,0,0,0,0,0,0
Tex29,6,5,2,14,18,9,4,0,9,7,1,6
Tex30,130,164,218,260,366,199,261,285,376,279,197,304
Tex33,1,0,2,1,2,1,1,4,0,2,1,0
Tex35,2,1,6,4,3,5,7,1,2,4,1,4
Tex36,0,0,0,1,2,0,1,0,1,0,0,0
Tex37,0,0,0,0,0,0,0,0,0,0,0,0
Tex38,8,3,5,5,13,2,2,9,14,5,4,9
Tex43,1,2,1,2,5,3,2,2,10,2,1,3
Tex44,0,0,0,1,2,0,0,0,1,1,0,0
Tex45,3,7,5,5,8,1,5,3,3,4,6,10
Tex47,0,0,3,0,0,0,0,0,0,0,0,0
Tex48,0,0,0,0,0,0,0,0,0,0,0,0
Tex50,0,0,0,0,1,0,0,1,1,1,0,0
Tex52,10,15,24,44,26,20,15,38,32,23,21,21
Tex9,210,258,333,521,853,339,324,412,600,279,254,381
Tfam,1297,1217,1715,1977,2898,1827,2202,2022,2690,1895,1653,2239
Tfap2a,4,1,3,8,11,3,6,3,4,4,1,8
Tfap2b,8,10,4,30,39,14,13,21,16,14,7,19
Tfap2c,18,7,10,8,83,4,12,12,19,6,5,9
Tfap2d,48,6,2,1,229,5,3,3,4,0,0,0
Tfap2e,1,2,0,5,2,7,3,2,5,7,3,2
Tfap4,113,129,174,266,347,192,172,167,253,232,140,229
Tfb1m,108,212,216,287,455,236,227,251,399,209,229,306
Tfb2m,706,837,1023,1188,1720,1027,1122,1121,1819,1047,964,1329
Tfcp2,1098,1354,1849,1869,3099,1806,1776,1647,2743,1465,1463,1982
Tfcp2l1,222,259,414,697,473,207,412,562,673,815,326,524
Tfdp1,1907,2242,2985,3157,4966,2800,3258,3158,4675,3112,2743,3589
Tfdp2,2335,3379,4181,4978,6651,3968,4762,6017,7520,4967,3789,5443
Tfe3,1469,1587,2248,2194,3513,1990,2175,2128,3362,2043,1798,2340
Tfeb,346,254,319,518,508,336,314,443,579,297,356,378
Tfec,6,2,2,3,6,4,5,10,10,4,2,8
Tff2,0,0,0,0,0,0,0,0,0,0,0,0
Tff3,0,0,1,0,0,0,0,0,0,0,0,0
Tfg,1480,2055,2805,3091,4626,2776,2856,3294,4415,2954,2610,3427
Tfip11,2243,1972,2571,2841,4655,2729,2755,2885,4446,2583,2467,3012
Tfpi,89,144,217,193,488,193,218,242,333,165,200,216
Tfpi2,0,1,3,3,1,1,2,5,5,3,3,3
Tfpt,825,621,703,827,1299,856,842,766,1107,719,620,897
Tfr2,413,355,567,266,885,493,565,271,601,235,318,548
Tfrc,5227,7271,9098,10683,10868,7572,10362,11587,17000,10865,8511,12225
Tg,2,4,1,7,11,2,4,2,13,4,5,2
Tgds,93,202,217,278,393,218,188,215,320,194,182,313
Tgfa,1497,1514,2039,3723,3136,1228,2221,2948,3519,2904,1855,2659
Tgfb1,259,195,263,284,461,316,292,227,458,259,273,274
Tgfb1i1,392,300,436,406,957,491,460,409,665,355,345,536
Tgfb2,3263,5812,4983,9321,8578,4728,5476,8125,11360,5435,6888,8575
Tgfb3,419,569,681,1027,1427,850,598,701,1103,541,843,906
Tgfbi,160,180,119,515,513,192,138,330,351,145,131,422
Tgfbr1,1139,1553,2138,2682,3694,2003,2341,2899,3587,2674,2103,3039
Tgfbr2,975,848,974,1844,2194,1032,1132,1585,2084,1168,1016,1544
Tgfbr3,1832,2459,2455,3865,4212,2509,2349,3394,4510,2030,2016,3950
Tgfbr3l,37,64,59,60,147,66,60,61,72,24,62,87
Tgfbrap1,2859,3402,4510,4701,7733,4132,4476,4782,7653,4430,4103,5066
Tgif1,23,29,28,71,82,50,38,60,36,23,24,33
Tgif2,89,87,76,172,257,89,93,128,164,110,76,132
Tgif2lx1,0,0,0,0,0,0,0,0,0,0,0,0
Tgif2lx2,0,0,0,0,0,0,0,0,0,0,0,0
Tgm1,1,4,2,2,9,1,2,4,5,3,3,6
Tgm2,363,351,540,663,900,576,539,526,827,587,414,635
Tgm3,49,46,20,63,332,43,51,39,63,22,49,72
Tgm4,7,30,17,24,49,35,32,39,51,25,35,18
Tgm5,0,1,0,0,2,0,0,0,0,1,0,0
Tgm6,4,13,7,10,23,9,10,7,24,12,10,9
Tgm7,4,3,9,4,14,6,14,6,3,6,2,13
Tgoln1,4185,5179,6470,8111,12170,6636,6865,7780,11487,6591,6138,8233
Tgoln2,0,0,0,0,0,0,0,0,0,0,0,0
Tgs1,2024,1900,2666,2886,4840,2768,3014,3103,4357,2860,2615,3267
Tgtp1,16,67,4,188,165,31,11,113,157,26,18,127
Tgtp2,14,17,2,67,54,8,6,35,79,24,10,36
Th,15,6,22,71,101,8,14,21,44,9,6,19
Tha1,151,75,98,87,175,62,111,91,89,62,73,136
Thada,1116,1494,1840,2265,3543,1768,1768,2170,3074,1879,1807,2370
Thap1,440,329,517,591,957,572,577,593,782,507,556,625
Thap12,3662,4931,6533,6537,9960,7056,7452,7450,11320,6809,5862,8027
Thap2,957,1248,1719,1911,2761,1686,1712,1919,2595,1756,1774,2032
Thap3,286,221,218,272,433,256,282,220,330,180,221,288
Thap4,785,691,890,1108,1849,941,912,1008,1642,958,894,1078
Thap6,92,163,187,235,345,194,191,251,389,204,171,277
Thap7,461,544,696,837,1241,754,790,700,1177,700,607,807
Thap8,1,0,0,3,2,1,1,0,2,0,3,2
Thbd,329,273,304,506,784,339,404,468,635,455,290,420
Thbs1,206,256,144,657,898,269,94,467,576,122,168,478
Thbs2,353,572,199,1030,797,385,363,932,1033,278,235,735
Thbs3,521,705,939,631,1928,1190,929,500,927,418,676,1016
Thbs4,344,244,314,468,981,520,475,513,998,361,472,447
Theg,4,3,10,7,10,0,0,3,10,5,15,4
Thegl,17,24,21,30,50,39,27,28,57,31,32,31
Them4,638,825,1056,1069,1882,1171,1221,1079,1649,1043,1260,1299
Them5,0,4,1,2,1,3,0,1,1,0,0,1
Them6,1137,890,1203,1353,1807,991,1605,1644,2423,1821,1256,1391
Them7,0,0,0,0,1,3,0,3,0,0,2,5
Themis,0,1,1,3,2,3,2,6,6,1,2,2
Themis2,47,26,36,53,88,50,39,79,95,45,54,88
Themis3,2,8,1,5,21,0,1,4,5,0,0,7
Thg1l,508,572,721,921,1136,700,766,784,1173,697,684,967
Thnsl1,778,990,1367,1413,2444,1464,1526,1522,2362,1423,1345,1765
Thnsl2,158,128,193,194,270,153,161,204,320,160,146,209
Thoc1,710,1092,1283,1344,2445,1181,1297,1399,1818,1151,1114,1552
Thoc2,2270,3685,5187,5207,8809,4660,5593,5707,7564,5286,4843,5997
Thoc2l,1254,2119,2402,2552,4879,2154,2347,2426,3578,2521,2526,2929
Thoc3,1584,1107,1421,1591,2411,1474,1738,1445,2403,1316,1366,1812
Thoc5,1187,1259,1658,1820,2833,1692,1852,1765,2894,1550,1669,2060
Thoc6,151,148,132,236,311,187,231,242,268,210,161,201
Thoc7,948,1222,1578,1966,2696,1576,2043,1969,2759,1884,1598,2216
Thop1,1741,1571,2029,2227,3668,2414,2054,2061,3330,1904,1907,2484
Thpo,158,212,219,171,372,457,266,249,311,158,221,287
Thra,27943,29243,39088,36397,58231,40240,39375,37006,57824,35709,33996,44183
Thrap3,3736,5752,7746,8939,12812,7198,7967,8418,12483,8334,6912,9302
Thrb,2027,2192,3217,2858,8536,4747,3551,3630,6278,2917,2713,4729
Thrsp,1077,547,1567,879,1734,833,1742,825,1401,840,895,1041
Thsd1,173,173,177,295,318,202,191,261,381,218,209,278
Thsd4,2499,4536,4982,5022,6467,6284,4866,5038,8805,3697,5509,6529
Thsd7a,5820,5228,10011,9644,11557,4273,8609,9429,13911,11924,7505,10382
Thsd7b,1763,1811,1812,2187,3044,2223,2285,1943,3370,1785,2113,2485
Thtpa,1076,998,1599,1654,2715,1475,1788,1591,2385,1515,1252,1742
Thumpd1,1537,1779,2494,2700,4360,2655,2745,2817,3777,2498,2176,3289
Thumpd2,214,238,276,318,478,267,292,267,421,323,286,402
Thumpd3,1097,1366,1525,2041,2757,1616,1635,1912,2815,1843,1478,2227
Thy1,20723,19781,25240,27357,38720,26262,27360,30377,38721,29730,26470,27582
Thyn1,1049,1129,1261,1748,2438,1405,1545,1498,2162,1217,1272,1758
Tia1,2214,3399,4059,3966,6977,4076,4362,3942,5805,4120,3880,5077
Tial1,2635,4721,6057,6590,11146,5689,6465,6411,8812,5933,5616,7434
Tiam1,9188,6623,13515,13153,22390,7280,11603,10967,15556,15847,8093,12882
Tiam2,1159,1000,1525,1513,3258,2143,1450,1493,2223,2003,1205,1704
Ticam1,264,296,427,533,663,383,319,377,533,316,350,450
Ticam2,28,34,37,67,91,41,53,80,86,106,42,38
Ticrr,10,5,5,11,11,6,8,2,7,7,6,11
Tie1,402,335,488,557,699,433,528,470,817,465,445,560
Tifa,172,237,324,361,540,288,344,366,458,415,308,443
Tifab,87,102,172,134,211,134,163,140,196,167,150,132
Tigar,1045,1212,1348,1805,2227,1282,1531,1759,2289,1791,1633,1701
Tigd2,824,1193,1591,1877,2451,1450,1701,1624,2731,1501,1511,2103
Tigd3,194,95,177,147,386,183,168,150,209,95,131,198
Tigd4,6,4,7,6,3,6,2,8,8,7,4,2
Tigd5,443,325,549,572,1027,576,586,409,858,504,503,593
Tigit,0,0,0,1,1,0,0,2,0,0,3,1
Timd2,2,0,0,0,0,3,0,0,3,0,1,1
Timd4,0,0,0,2,1,1,3,1,1,0,1,1
Timeless,114,80,131,148,305,181,170,167,178,118,145,143
Timm10,335,437,515,675,952,592,670,539,838,582,579,736
Timm10b,702,520,786,813,1390,896,940,869,1210,626,710,1008
Timm13,1494,843,956,1362,1784,1177,1244,1215,1625,1155,1116,1277
Timm17a,1364,1562,2098,2621,3483,2231,2276,2339,3186,2304,1894,2605
Timm17b,677,394,501,551,997,515,635,631,996,520,468,585
Timm21,194,301,316,463,718,404,344,453,522,336,350,489
Timm22,531,531,712,747,1517,777,829,752,1109,725,622,764
Timm23,1257,1343,1673,1993,2917,1796,1807,2001,2859,1792,1681,2125
Timm29,3051,2632,3828,4036,6590,3323,4212,4176,5841,4129,3525,4130
Timm44,1066,1210,1422,1600,2649,1513,1692,1474,2285,1352,1329,1896
Timm50,602,677,971,1167,1848,974,1021,1038,1678,880,827,1121
Timm8a1,626688,520192,520192,1060864,1024000,774144,602112,679936,921600,794624,811008,966656
